,Office,RaceDate,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,PopularRaceNotes,ElectoralRaceNotes,year
26,President,19761102,Montana,4,0,0,"328,734","173,703","Ford, Gerald R. ",Incumbent,"149,259","Carter, Jimmy  ",Challenger,,,,,"5,772",,"24,444",R,52.84,45.4,0.0,1.76,53.78,46.22,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
27,President,19761102,Nebraska,5,0,0,"607,668","359,705","Ford, Gerald R. ",Incumbent,"233,692","Carter, Jimmy  ",Challenger,,,,,"14,271",,"126,013",R,59.19,38.46,0.0,2.35,60.62,39.38,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
28,President,19761102,Nevada,3,0,0,"201,876","101,273","Ford, Gerald R. ",Incumbent,"92,479","Carter, Jimmy  ",Challenger,,,,,"8,124",,"8,794",R,50.17,45.81,0.0,4.02,52.27,47.73,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
29,President,19761102,New Hampshire,4,0,0,"339,618","185,935","Ford, Gerald R. ",Incumbent,"147,635","Carter, Jimmy  ",Challenger,,,,,"6,048",,"38,300",R,54.75,43.47,0.0,1.78,55.74,44.26,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
30,President,19761102,New Jersey,17,0,0,"3,014,472","1,509,688","Ford, Gerald R. ",Incumbent,"1,444,653","Carter, Jimmy  ",Challenger,,,,,"60,131",,"65,035",R,50.08,47.92,0.0,1.99,51.1,48.9,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
31,President,19761102,New Mexico,4,0,0,"418,409","211,419","Ford, Gerald R. ",Incumbent,"201,148","Carter, Jimmy  ",Challenger,,,,,"5,842",,"10,271",R,50.53,48.07,0.0,1.4,51.24,48.76,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
32,President,19761102,New York,0,41,0,"6,534,170","3,100,791","Ford, Gerald R. ",Incumbent,"3,389,558","Carter, Jimmy  ",Challenger,,,,,"43,821",,"288,767",D,47.46,51.87,0.0,0.67,47.78,52.22,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
33,President,19761102,North Carolina,0,13,0,"1,677,914","741,960","Ford, Gerald R. ",Incumbent,"926,365","Carter, Jimmy  ",Challenger,,,,,"9,589",,"184,405",D,44.22,55.21,0.0,0.57,44.47,55.53,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
34,President,19761102,North Dakota,3,0,0,"297,188","153,470","Ford, Gerald R. ",Incumbent,"136,078","Carter, Jimmy  ",Challenger,,,,,"7,640",,"17,392",R,51.64,45.79,0.0,2.57,53.0,47.0,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
35,President,19761102,Ohio,0,25,0,"4,111,873","1,993,803","Ford, Gerald R. ",Incumbent,"2,011,621","Carter, Jimmy  ",Challenger,,,,,"106,449",,"17,818",D,48.49,48.92,0.0,2.59,49.78,50.22,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
36,President,19761102,Oklahoma,8,0,0,"1,092,251","545,708","Ford, Gerald R. ",Incumbent,"532,442","Carter, Jimmy  ",Challenger,,,,,"14,101",,"13,266",R,49.96,48.75,0.0,1.29,50.62,49.38,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
37,President,19761102,Oregon,6,0,0,"1,029,876","492,120","Ford, Gerald R. ",Incumbent,"490,407","Carter, Jimmy  ",Challenger,,,,,"47,349",,"1,713",R,47.78,47.62,0.0,4.6,50.09,49.91,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
38,President,19761102,Pennsylvania,0,27,0,"4,620,787","2,205,604","Ford, Gerald R. ",Incumbent,"2,328,677","Carter, Jimmy  ",Challenger,,,,,"86,506",,"123,073",D,47.73,50.4,0.0,1.87,48.64,51.36,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
39,President,19761102,Rhode Island,0,4,0,"411,170","181,249","Ford, Gerald R. ",Incumbent,"227,636","Carter, Jimmy  ",Challenger,,,,,"2,285",,"46,387",D,44.08,55.36,0.0,0.56,44.33,55.67,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
40,President,19761102,South Carolina,0,8,0,"802,583","346,149","Ford, Gerald R. ",Incumbent,"450,807","Carter, Jimmy  ",Challenger,,,,,"5,627",,"104,658",D,43.13,56.17,0.0,0.7,43.43,56.57,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
41,President,19761102,South Dakota,4,0,0,"300,678","151,505","Ford, Gerald R. ",Incumbent,"147,068","Carter, Jimmy  ",Challenger,,,,,"2,105",,"4,437",R,50.39,48.91,0.0,0.7,50.74,49.26,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
42,President,19761102,Tennessee,0,10,0,"1,476,345","633,969","Ford, Gerald R. ",Incumbent,"825,879","Carter, Jimmy  ",Challenger,,,,,"16,497",,"191,910",D,42.94,55.94,0.0,1.12,43.43,56.57,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
43,President,19761102,Texas,0,26,0,"4,071,884","1,953,300","Ford, Gerald R. ",Incumbent,"2,082,319","Carter, Jimmy  ",Challenger,,,,,"36,265",,"129,019",D,47.97,51.14,0.0,0.89,48.4,51.6,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
44,President,19761102,Utah,4,0,0,"541,198","337,908","Ford, Gerald R. ",Incumbent,"182,110","Carter, Jimmy  ",Challenger,,,,,"21,180",,"155,798",R,62.44,33.65,0.0,3.91,64.98,35.02,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
45,President,19761102,Vermont,3,0,0,"187,765","102,085","Ford, Gerald R. ",Incumbent,"80,954","Carter, Jimmy  ",Challenger,,,,,"4,726",,"21,131",R,54.37,43.11,0.0,2.52,55.77,44.23,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
46,President,19761102,Virginia,12,0,0,"1,697,094","836,554","Ford, Gerald R. ",Incumbent,"813,896","Carter, Jimmy  ",Challenger,,,,,"46,644",,"22,658",R,49.29,47.96,0.0,2.75,50.69,49.31,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
47,President,19761102,Washington,8,0,1,"1,555,534","777,732","Ford, Gerald R. ",Incumbent,"717,323","Carter, Jimmy  ",Challenger,,,,,"60,479",,"60,409",R,50.0,46.11,0.0,3.89,52.02,47.98,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
48,President,19761102,West Virginia,0,6,0,"750,964","314,760","Ford, Gerald R. ",Incumbent,"435,914","Carter, Jimmy  ",Challenger,,,,,290,,"121,154",D,41.91,58.05,0.0,0.04,41.93,58.07,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
49,President,19761102,Wisconsin,0,11,0,"2,104,175","1,004,987","Ford, Gerald R. ",Incumbent,"1,040,232","Carter, Jimmy  ",Challenger,,,,,"58,956",,"35,245",D,47.76,49.44,0.0,2.8,49.14,50.86,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
50,President,19761102,Wyoming,3,0,0,"156,343","92,717","Ford, Gerald R. ",Incumbent,"62,239","Carter, Jimmy  ",Challenger,,,,,"1,387",,"30,478",R,59.3,39.81,0.0,0.89,59.83,40.17,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1976
0,President,19801104,Alabama,9,0,0,"1,341,929","654,192","Reagan, Ronald  ",Challenger,"636,730","Carter, Jimmy  ",Incumbent,,,,,"51,007",,"17,462",R,48.75,47.45,0.0,3.8,50.68,49.32,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
1,President,19801104,Alaska,3,0,0,"158,445","86,112","Reagan, Ronald  ",Challenger,"41,842","Carter, Jimmy  ",Incumbent,,,,,"30,491",,"44,270",R,54.35,26.41,0.0,19.24,67.3,32.7,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
2,President,19801104,Arizona,6,0,0,"873,945","529,688","Reagan, Ronald  ",Challenger,"246,843","Carter, Jimmy  ",Incumbent,,,,,"97,414",,"282,845",R,60.61,28.24,0.0,11.15,68.21,31.79,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
3,President,19801104,Arkansas,6,0,0,"837,582","403,164","Reagan, Ronald  ",Challenger,"398,041","Carter, Jimmy  ",Incumbent,,,,,"36,377",,"5,123",R,48.13,47.52,0.0,4.34,50.32,49.68,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
4,President,19801104,California,45,0,0,"8,587,063","4,524,858","Reagan, Ronald  ",Challenger,"3,083,661","Carter, Jimmy  ",Incumbent,,,,,"978,544",,"1,441,197",R,52.69,35.91,0.0,11.4,59.47,40.53,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
5,President,19801104,Colorado,7,0,0,"1,184,415","652,264","Reagan, Ronald  ",Challenger,"367,973","Carter, Jimmy  ",Incumbent,,,,,"164,178",,"284,291",R,55.07,31.07,0.0,13.86,63.93,36.07,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
6,President,19801104,Connecticut,8,0,0,"1,406,285","677,210","Reagan, Ronald  ",Challenger,"541,732","Carter, Jimmy  ",Incumbent,,,,,"187,343",,"135,478",R,48.16,38.52,0.0,13.32,55.56,44.44,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
7,President,19801104,Delaware,3,0,0,"235,900","111,252","Reagan, Ronald  ",Challenger,"105,754","Carter, Jimmy  ",Incumbent,,,,,"18,894",,"5,498",R,47.16,44.83,0.0,8.01,51.27,48.73,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
8,President,19801104,District of Columbia,0,3,0,"175,237","23,545","Reagan, Ronald  ",Challenger,"131,113","Carter, Jimmy  ",Incumbent,,,,,"20,579",,"107,568",D,13.44,74.82,0.0,11.74,15.22,84.78,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
9,President,19801104,Florida,17,0,0,"3,686,930","2,046,951","Reagan, Ronald  ",Challenger,"1,419,475","Carter, Jimmy  ",Incumbent,,,,,"220,504",,"627,476",R,55.52,38.5,0.0,5.98,59.05,40.95,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
10,President,19801104,Georgia,0,12,0,"1,596,695","654,168","Reagan, Ronald  ",Challenger,"890,733","Carter, Jimmy  ",Incumbent,,,,,"51,794",,"236,565",D,40.97,55.79,0.0,3.24,42.34,57.66,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
11,President,19801104,Hawaii,0,4,0,"303,287","130,112","Reagan, Ronald  ",Challenger,"135,879","Carter, Jimmy  ",Incumbent,,,,,"37,296",,"5,767",D,42.9,44.8,0.0,12.3,48.92,51.08,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
12,President,19801104,Idaho,4,0,0,"437,431","290,699","Reagan, Ronald  ",Challenger,"110,192","Carter, Jimmy  ",Incumbent,,,,,"36,540",,"180,507",R,66.46,25.19,0.0,8.35,72.51,27.49,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1980
